,img_path,defect_class,dataset
289,misalignment-no-current-load/1657012191540536305.png,1,train
290,misalignment-no-current-load/1657012191774502052.png,1,train
291,misalignment-no-current-load/1657012192004555527.png,1,train
292,misalignment-no-current-load/1657012192233732650.png,1,train
293,misalignment-no-current-load/1657012192461314676.png,1,train
294,misalignment-no-current-load/1657012192691633095.png,1,train
295,misalignment-no-current-load/1657012192923710610.png,1,train
296,misalignment-no-current-load/1657012193154584885.png,1,train
297,misalignment-no-current-load/1657012193388804055.png,1,train
298,misalignment-no-current-load/1657012193625622410.png,1,train
299,misalignment-no-current-load/1657012193859576861.png,1,train
300,misalignment-no-current-load/1657012194096524914.png,1,train
301,misalignment-no-current-load/1657012194326821417.png,1,train
302,misalignment-no-current-load-2/1657012726014329325.png,1,val
303,misalignment-no-current-load-2/1657012726243175526.png,1,val
304,misalignment-no-current-load-2/1657012726470953990.png,1,val
305,misalignment-no-current-load-2/1657012726699448559.png,1,val
306,misalignment-no-current-load-2/1657012726920760486.png,1,val
307,misalignment-no-current-load-2/1657012727146147022.png,1,val
308,misalignment-no-current-load-2/1657012727373278735.png,1,val
309,misalignment-no-current-load-2/1657012727604402955.png,1,val
310,misalignment-no-current-load-2/1657012727833180147.png,1,val
311,misalignment-no-current-load-2/1657012728063948783.png,1,val
312,misalignment-no-current-load-2/1657012728294463638.png,1,val
313,misalignment-no-current-load-2/1657012728527670138.png,1,val
314,misalignment-no-current-load-2/1657012728753222610.png,1,val
315,misalignment-no-current-load-2/1657012728983718848.png,1,val
316,misalignment-no-current-load-2/1657012729221137807.png,1,val
317,misalignment-no-current-load-2/1657012729446579401.png,1,val
318,misalignment-no-current-load-2/1657012729672481771.png,1,val
319,misalignment-no-current-load-2/1657012729902555185.png,1,val
320,misalignment-no-current-load-2/1657012730134160859.png,1,val
321,misalignment-no-current-load-2/1657012730362363603.png,1,val
322,misalignment-no-current-load-2/1657012730589920652.png,1,val
323,misalignment-no-current-load-2/1657012730819292387.png,1,val
324,misalignment-no-current-load-2/1657012731050016232.png,1,val
325,misalignment-no-current-load-2/1657012731280898297.png,1,val
326,misalignment-no-current-load-2/1657012731509173626.png,1,val
327,misalignment-no-current-load-2/1657012731742508475.png,1,val
328,misalignment-no-current-load-2/1657012731975168354.png,1,val
329,misalignment-no-current-load-2/1657012732205450358.png,1,val
330,misalignment-no-current-load-2/1657012732437326859.png,1,val
331,misalignment-no-current-load-2/1657012732663332623.png,1,val
332,misalignment-no-current-load-2/1657012732891876085.png,1,val
333,misalignment-no-current-load-2/1657012733125808545.png,1,val
334,misalignment-no-current-load-2/1657012733353965711.png,1,val
335,misalignment-no-current-load-2/1657012733585563459.png,1,val
336,misalignment-no-current-load-2/1657012733811236565.png,1,val
337,misalignment-no-current-load-2/1657012734048394831.png,1,val
338,misalignment-no-current-load-2/1657012734282671665.png,1,val
339,misalignment-no-current-load-2/1657012734503402248.png,1,val
340,misalignment-no-current-load-2/1657012734723714252.png,1,val
341,misalignment-no-current-load-2/1657012734939727231.png,1,val
342,misalignment-no-current-load-2/1657012735169167390.png,1,val
343,misalignment-no-current-load-2/1657012735398952571.png,1,val
344,misalignment-no-current-load-2/1657012735628665443.png,1,val
345,misalignment-no-current-load-2/1657012735856490276.png,1,val
346,misalignment-no-current-load-2/1657012736088222672.png,1,val
347,misalignment-no-current-load-2/1657012736313248761.png,1,val
348,misalignment-no-current-load-2/1657012736536561251.png,1,val
349,misalignment-no-current-load-2/1657012736765898684.png,1,val
350,misalignment-no-current-load-2/1657012736995346997.png,1,val
351,misalignment-no-current-load-2/1657012737224917622.png,1,val
352,misalignment-no-current-load-2/1657012737453903463.png,1,val
353,misalignment-no-current-load-2/1657012737677125742.png,1,val
354,misalignment-no-current-load-2/1657012737903732331.png,1,val
355,misalignment-no-current-load-2/1657012738132978503.png,1,val
356,misalignment-no-current-load-2/1657012738359729555.png,1,val
357,misalignment-no-current-load-2/1657012738587644090.png,1,val
358,misalignment-no-current-load-2/1657012738817265137.png,1,val
359,misalignment-no-current-load-2/1657012739048337705.png,1,val
360,misalignment-no-current-load-2/1657012739277199160.png,1,val
361,misalignment-no-current-load-2/1657012739505471355.png,1,val
362,misalignment-no-current-load-2/1657012739734300467.png,1,val
363,misalignment-no-current-load-2/1657012739962246237.png,1,val
364,misalignment-no-current-load-2/1657012740196435211.png,1,val
365,misalignment-no-current-load-2/1657012740424079943.png,1,val
366,misalignment-no-current-load-2/1657012740650064476.png,1,val
367,misalignment-no-current-load-2/1657012740877451646.png,1,val
368,misalignment-no-current-load-2/1657012741109242644.png,1,val
369,misalignment-no-current-load-2/1657012741331059873.png,1,val
370,misalignment-no-current-load-2/1657012741557746085.png,1,val
371,misalignment-no-current-load-2/1657012741782387649.png,1,val
372,misalignment-no-current-load-2/1657012742011520698.png,1,val
373,misalignment-no-current-load-2/1657012742241948766.png,1,val
374,misalignment-no-current-load-2/1657012742470710214.png,1,val
375,misalignment-no-current-load-2/1657012742699415892.png,1,val
376,misalignment-no-current-load-2/1657012742927105493.png,1,val
377,misalignment-no-current-load-2/1657012743156789445.png,1,val
378,misalignment-no-current-load-2/1657012743385535356.png,1,val
379,misalignment-no-current-load-2/1657012743614209360.png,1,val
380,misalignment-no-current-load-2/1657012743840948519.png,1,val
381,misalignment-no-current-load-2/1657012744071340135.png,1,val
382,misalignment-no-current-load-2/1657012744301506148.png,1,val
383,misalignment-no-current-load-2/1657012744530823397.png,1,val
384,misalignment-no-current-load-2/1657012744751222910.png,1,val
385,misalignment-no-current-load-2/1657012744974791986.png,1,val
386,misalignment-no-current-load-2/1657012745203808663.png,1,val
387,misalignment-no-current-load-2/1657012745430854214.png,1,val
388,misalignment-no-current-load-2/1657012745659973646.png,1,val
389,misalignment-no-current-load-2/1657012745885609487.png,1,val
390,misalignment-no-current-load-2/1657012746120066269.png,1,val
391,misalignment-no-current-load-2/1657012746349286402.png,1,val
392,misalignment-no-current-load-2/1657012746579910896.png,1,val
393,misalignment-no-current-load-2/1657012746805010150.png,1,val
394,misalignment-no-current-load-2/1657012747036695833.png,1,val
395,misalignment-no-current-load-2/1657012747265133532.png,1,val
396,misalignment-no-current-load-2/1657012747491917026.png,1,val
397,misalignment-no-current-load-2/1657012747715437473.png,1,val
398,misalignment-no-current-load-2/1657012747944062360.png,1,val
399,misalignment-no-current-load-2/1657012748174299530.png,1,val
400,misalignment-no-current-load-2/1657012748401737667.png,1,val
401,misalignment-no-current-load-2/1657012748630153211.png,1,val
402,misalignment-no-current-load-2/1657012748855463182.png,1,val
403,misalignment-no-current-load-2/1657012749083895430.png,1,val
404,misalignment-no-current-load-2/1657012749311177059.png,1,val
405,misalignment-no-current-load-3/1657013181714121360.png,1,train
406,misalignment-no-current-load-3/1657013181942495388.png,1,train
407,misalignment-no-current-load-3/1657013182188548222.png,1,train
408,misalignment-no-current-load-3/1657013182442423911.png,1,train
409,misalignment-no-current-load-3/1657013182687366252.png,1,train
410,misalignment-no-current-load-3/1657013182938867372.png,1,train
411,misalignment-no-current-load-3/1657013183181739575.png,1,train
412,misalignment-no-current-load-3/1657013183441029352.png,1,train
413,misalignment-no-current-load-3/1657013183695117046.png,1,train
414,misalignment-no-current-load-3/1657013183935926690.png,1,train
415,misalignment-no-current-load-3/1657013184169061348.png,1,train
416,misalignment-no-current-load-3/1657013184404491671.png,1,train
417,misalignment-no-current-load-3/1657013184630321798.png,1,train
418,misalignment-no-current-load-3/1657013184856336392.png,1,train
419,misalignment-no-current-load-3/1657013185079464091.png,1,train
420,misalignment-no-current-load-3/1657013185306498993.png,1,train
421,misalignment-no-current-load-3/1657013185533781906.png,1,train
422,misalignment-no-current-load-3/1657013185755478101.png,1,train
423,misalignment-no-current-load-3/1657013185983850983.png,1,train
424,misalignment-no-current-load-3/1657013186212392684.png,1,train
425,misalignment-no-current-load-3/1657013186441508737.png,1,train
426,misalignment-no-current-load-3/1657013186667140515.png,1,train
427,misalignment-no-current-load-3/1657013186894626591.png,1,train
428,misalignment-no-current-load-3/1657013187121339853.png,1,train
429,misalignment-no-current-load-3/1657013187345942915.png,1,train
430,misalignment-no-current-load-3/1657013187572694376.png,1,train
431,misalignment-no-current-load-3/1657013187799510866.png,1,train
432,misalignment-no-current-load-3/1657013188029709831.png,1,train
433,misalignment-no-current-load-3/1657013188261189203.png,1,train
434,misalignment-no-current-load-3/1657013188487237240.png,1,train
435,misalignment-no-current-load-3/1657013188712134474.png,1,train
436,misalignment-no-current-load-3/1657013188938113745.png,1,train
437,misalignment-no-current-load-3/1657013189168594094.png,1,train
438,misalignment-no-current-load-3/1657013189397962521.png,1,train
439,misalignment-no-current-load-3/1657013189622716914.png,1,train
440,misalignment-no-current-load-3/1657013189846771891.png,1,train
441,misalignment-no-current-load-3/1657013190072042808.png,1,train
442,misalignment-no-current-load-3/1657013190303388619.png,1,train
443,misalignment-no-current-load-3/1657013190530691760.png,1,train
444,misalignment-no-current-load-3/1657013190758867849.png,1,train
445,misalignment-no-current-load-3/1657013190986638860.png,1,train
446,misalignment-no-current-load-3/1657013191216836511.png,1,train
447,misalignment-no-current-load-3/1657013191447774151.png,1,train
448,misalignment-no-current-load-3/1657013191674049972.png,1,train
449,misalignment-no-current-load-3/1657013191899258746.png,1,train
450,misalignment-no-current-load-3/1657013192127102161.png,1,train
451,misalignment-no-current-load-3/1657013192358726209.png,1,train
452,misalignment-no-current-load-3/1657013192584549618.png,1,train
453,misalignment-no-current-load-3/1657013192809804093.png,1,train
454,misalignment-no-current-load-3/1657013193036163328.png,1,train
455,misalignment-no-current-load-3/1657013193267202415.png,1,train
456,misalignment-no-current-load-3/1657013193494084811.png,1,train
457,misalignment-no-current-load-3/1657013193721849750.png,1,train
458,misalignment-no-current-load-3/1657013193947814000.png,1,train
459,misalignment-no-current-load-3/1657013194183723936.png,1,train
460,misalignment-no-current-load-3/1657013194414695832.png,1,train
461,misalignment-no-current-load-3/1657013194645706563.png,1,train
462,misalignment-no-current-load-3/1657013194871301623.png,1,train
463,misalignment-no-current-load-3/1657013195102192349.png,1,train
464,misalignment-no-current-load-3/1657013195332370504.png,1,train
465,misalignment-no-current-load-3/1657013195557424960.png,1,train
466,misalignment-no-current-load-3/1657013195781655384.png,1,train
467,misalignment-no-current-load-3/1657013196008295336.png,1,train
468,misalignment-no-current-load-3/1657013196237709435.png,1,train
469,misalignment-no-current-load-3/1657013196466689966.png,1,train
470,misalignment-no-current-load-3/1657013196691924400.png,1,train
471,misalignment-no-current-load-3/1657013196919762176.png,1,train
472,misalignment-no-current-load-3/1657013197146459894.png,1,train
473,misalignment-no-current-load-3/1657013197377749948.png,1,train
474,misalignment-no-current-load-3/1657013197603881072.png,1,train
475,misalignment-no-current-load-3/1657013197831977303.png,1,train
476,misalignment-no-current-load-3/1657013198057250776.png,1,train
477,misalignment-no-current-load-3/1657013198291211800.png,1,train
478,misalignment-no-current-load-3/1657013198520410902.png,1,train
479,misalignment-no-current-load-3/1657013198749784640.png,1,train
480,misalignment-no-current-load-3/1657013198983236219.png,1,train
481,misalignment-no-current-load-3/1657013199220273635.png,1,train
482,misalignment-no-current-load-3/1657013199448034008.png,1,train
483,misalignment-no-current-load-3/1657013199671017848.png,1,train
484,misalignment-no-current-load-3/1657013199898551114.png,1,train
485,misalignment-no-current-load-3/1657013200127415270.png,1,train
486,misalignment-no-current-load-3/1657013200352751367.png,1,train
487,misalignment-no-current-load-3/1657013200577823247.png,1,train
488,misalignment-no-current-load-3/1657013200805841364.png,1,train
489,misalignment-no-current-load-3/1657013201033114668.png,1,train
490,misalignment-no-current-load-3/1657013201261015551.png,1,train
491,misalignment-no-current-load-3/1657013201488870636.png,1,train
492,misalignment-no-current-load-3/1657013201710279501.png,1,train
493,misalignment-no-current-load-3/1657013201936161750.png,1,train
494,misalignment-no-current-load-3/1657013202165435345.png,1,train
495,misalignment-no-current-load-3/1657013202391592338.png,1,train
496,misalignment-no-current-load-3/1657013202620498772.png,1,train
497,misalignment-no-current-load-3/1657013202847925382.png,1,train
498,misalignment-no-current-load-3/1657013203071976874.png,1,train
499,misalignment-no-current-load-3/1657013203315343794.png,1,train
500,misalignment-no-current-load-3/1657013203550541228.png,1,train
501,misalignment-no-current-load-3/1657013203778353912.png,1,train
502,misalignment-no-current-load-3/1657013204006832908.png,1,train
503,misalignment-no-current-load-3/1657013204236260856.png,1,train
504,misalignment-no-current-load-3/1657013204468863841.png,1,train
505,misalignment-no-current-load-3/1657013204693246301.png,1,train
506,misalignment-no-current-load-3/1657013204920936940.png,1,train
507,misalignment-no-current-load-3/1657013205152310009.png,1,train
508,misalignment-no-current-load-3/1657013205385080034.png,1,train
509,misalignment-no-current-load-3/1657013205616513056.png,1,train
510,misalignment-no-current-load-3/1657013205841111859.png,1,train
511,misalignment-no-current-load-3/1657013206067432329.png,1,train
512,misalignment-no-current-load-3/1657013206302578050.png,1,train
513,misalignment-no-current-load-3/1657013206530137708.png,1,train
514,misalignment-no-current-load-3/1657013206760126219.png,1,train
515,misalignment-no-current-load-3/1657013206987848305.png,1,train
516,misalignment-no-current-load-3/1657013207219374805.png,1,train
517,misalignment-no-current-load-3/1657013207448304634.png,1,train
518,misalignment-no-current-load-3/1657013207675943425.png,1,train
519,misalignment-no-current-load-3/1657013207906951684.png,1,train
520,misalignment-no-current-load-3/1657013208138362516.png,1,train
521,misalignment-no-current-load-3/1657013208366736073.png,1,train
522,misalignment-no-current-load-3/1657013208596427705.png,1,train
523,misalignment-no-current-load-3/1657013208822634505.png,1,train
524,misalignment-no-current-load-3/1657013209051793526.png,1,train
525,misalignment-no-current-load-3/1657013209281834738.png,1,train
526,misalignment-no-current-load-3/1657013209506907857.png,1,train
527,misalignment-no-current-load-3/1657013209733425498.png,1,train
528,misalignment-no-current-load-3/1657013209958310247.png,1,train
